Date,deskripsi,kategori,nominal,tipe,is_outlier,tahun_bulan,hari
2014-12-30 17:00:00,Bensin,Transportasi,20000.0,Pengeluaran,False,2014-12,Tuesday
2014-12-30 12:30:00,Mie Ayam,Makanan & Minuman,9900.0,Pengeluaran,False,2014-12,Tuesday
2014-12-30 19:00:00,Pecel Lele,Makanan & Minuman,12100.0,Pengeluaran,False,2014-12,Tuesday
2014-12-31 12:30:00,Mie Ayam,Makanan & Minuman,14850.0,Pengeluaran,False,2014-12,Wednesday
2014-12-31 19:00:00,Ayam Geprek,Makanan & Minuman,18150.0,Pengeluaran,False,2014-12,Wednesday
2015-01-01 09:00:00,Kiriman Orang Tua,Income,2575000.0,Pemasukan,True,2015-01,Thursday
2015-01-01 12:30:00,Warteg,Makanan & Minuman,15295.0,Pengeluaran,False,2015-01,Thursday
2015-01-01 19:00:00,Warteg,Makanan & Minuman,18695.0,Pengeluaran,False,2015-01,Thursday
2015-01-02 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Friday
2015-01-02 12:30:00,Nasi Telur,Makanan & Minuman,15295.0,Pengeluaran,False,2015-01,Friday
2015-01-02 19:00:00,Nasi Telur,Makanan & Minuman,18695.0,Pengeluaran,False,2015-01,Friday
2015-01-03 12:30:00,Warteg,Makanan & Minuman,18540.0,Pengeluaran,False,2015-01,Saturday
2015-01-03 19:00:00,Nasi Telur,Makanan & Minuman,22660.0,Pengeluaran,False,2015-01,Saturday
2015-01-04 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-01,Sunday
2015-01-04 12:30:00,Warteg,Makanan & Minuman,12514.0,Pengeluaran,False,2015-01,Sunday
2015-01-04 19:00:00,Ayam Geprek,Makanan & Minuman,15296.0,Pengeluaran,False,2015-01,Sunday
2015-01-04 20:00:00,Kebutuhan Darurat,Kesehatan,28840.0,Pengeluaran,False,2015-01,Sunday
2015-01-05 11:00:00,Pulsa,Tagihan,51500.0,Pengeluaran,True,2015-01,Monday
2015-01-05 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Monday
2015-01-05 12:30:00,Soto,Makanan & Minuman,15295.0,Pengeluaran,False,2015-01,Monday
2015-01-05 19:00:00,Warteg,Makanan & Minuman,18695.0,Pengeluaran,False,2015-01,Monday
2015-01-06 12:30:00,Pecel Lele,Makanan & Minuman,11124.0,Pengeluaran,False,2015-01,Tuesday
2015-01-06 19:00:00,Mie Ayam,Makanan & Minuman,13596.0,Pengeluaran,False,2015-01,Tuesday
2015-01-07 12:30:00,Nasi Telur,Makanan & Minuman,14832.0,Pengeluaran,False,2015-01,Wednesday
2015-01-07 19:00:00,Warteg,Makanan & Minuman,18128.0,Pengeluaran,False,2015-01,Wednesday
2015-01-08 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Thursday
2015-01-08 12:30:00,Nasi Campur,Makanan & Minuman,9270.0,Pengeluaran,False,2015-01,Thursday
2015-01-08 19:00:00,Pecel Lele,Makanan & Minuman,11330.0,Pengeluaran,False,2015-01,Thursday
2015-01-09 12:30:00,Mie Ayam,Makanan & Minuman,12514.0,Pengeluaran,False,2015-01,Friday
2015-01-09 19:00:00,Nasi Campur,Makanan & Minuman,15296.0,Pengeluaran,False,2015-01,Friday
2015-01-10 12:30:00,Ayam Geprek,Makanan & Minuman,14368.0,Pengeluaran,False,2015-01,Saturday
2015-01-10 19:00:00,Soto,Makanan & Minuman,17562.0,Pengeluaran,False,2015-01,Saturday
2015-01-11 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Sunday
2015-01-11 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-01,Sunday
2015-01-11 12:30:00,Nasi Telur,Makanan & Minuman,14832.0,Pengeluaran,False,2015-01,Sunday
2015-01-11 19:00:00,Warteg,Makanan & Minuman,18128.0,Pengeluaran,False,2015-01,Sunday
2015-01-12 12:30:00,Mie Ayam,Makanan & Minuman,15759.0,Pengeluaran,False,2015-01,Monday
2015-01-12 19:00:00,Warteg,Makanan & Minuman,19261.0,Pengeluaran,False,2015-01,Monday
2015-01-13 12:30:00,Nasi Campur,Makanan & Minuman,13441.0,Pengeluaran,False,2015-01,Tuesday
2015-01-13 19:00:00,Warteg,Makanan & Minuman,16429.0,Pengeluaran,False,2015-01,Tuesday
2015-01-14 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Wednesday
2015-01-14 12:30:00,Nasi Campur,Makanan & Minuman,9270.0,Pengeluaran,False,2015-01,Wednesday
2015-01-14 19:00:00,Warteg,Makanan & Minuman,11330.0,Pengeluaran,False,2015-01,Wednesday
2015-01-15 19:30:00,Belanja Bulanan,Kebutuhan,103000.0,Pengeluaran,True,2015-01,Thursday
2015-01-15 12:30:00,Nasi Campur,Makanan & Minuman,13441.0,Pengeluaran,False,2015-01,Thursday
2015-01-15 19:00:00,Soto,Makanan & Minuman,16429.0,Pengeluaran,False,2015-01,Thursday
2015-01-16 12:30:00,Nasi Telur,Makanan & Minuman,12051.0,Pengeluaran,False,2015-01,Friday
2015-01-16 19:00:00,Mie Ayam,Makanan & Minuman,14729.0,Pengeluaran,False,2015-01,Friday
2015-01-17 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Saturday
2015-01-17 12:30:00,Mie Ayam,Makanan & Minuman,12051.0,Pengeluaran,False,2015-01,Saturday
2015-01-17 19:00:00,Nasi Campur,Makanan & Minuman,14729.0,Pengeluaran,False,2015-01,Saturday
2015-01-18 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-01,Sunday
2015-01-18 12:30:00,Soto,Makanan & Minuman,18076.0,Pengeluaran,False,2015-01,Sunday
2015-01-18 19:00:00,Pecel Lele,Makanan & Minuman,22094.0,Pengeluaran,False,2015-01,Sunday
2015-01-19 12:30:00,Mie Ayam,Makanan & Minuman,9733.0,Pengeluaran,False,2015-01,Monday
2015-01-19 19:00:00,Warteg,Makanan & Minuman,11897.0,Pengeluaran,False,2015-01,Monday
2015-01-20 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Tuesday
2015-01-20 12:30:00,Nasi Campur,Makanan & Minuman,15295.0,Pengeluaran,False,2015-01,Tuesday
2015-01-20 19:00:00,Mie Ayam,Makanan & Minuman,18695.0,Pengeluaran,False,2015-01,Tuesday
2015-01-21 12:30:00,Warteg,Makanan & Minuman,14832.0,Pengeluaran,False,2015-01,Wednesday
2015-01-21 19:00:00,Mie Ayam,Makanan & Minuman,18128.0,Pengeluaran,False,2015-01,Wednesday
2015-01-22 12:30:00,Warteg,Makanan & Minuman,12514.0,Pengeluaran,False,2015-01,Thursday
2015-01-22 19:00:00,Nasi Campur,Makanan & Minuman,15296.0,Pengeluaran,False,2015-01,Thursday
2015-01-23 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Friday
2015-01-23 12:30:00,Nasi Campur,Makanan & Minuman,12051.0,Pengeluaran,False,2015-01,Friday
2015-01-23 19:00:00,Nasi Telur,Makanan & Minuman,14729.0,Pengeluaran,False,2015-01,Friday
2015-01-24 12:30:00,Nasi Telur,Makanan & Minuman,13905.0,Pengeluaran,False,2015-01,Saturday
2015-01-24 19:00:00,Ayam Geprek,Makanan & Minuman,16995.0,Pengeluaran,False,2015-01,Saturday
2015-01-25 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-01,Sunday
2015-01-25 12:30:00,Warteg,Makanan & Minuman,17149.0,Pengeluaran,False,2015-01,Sunday
2015-01-25 19:00:00,Pecel Lele,Makanan & Minuman,20961.0,Pengeluaran,False,2015-01,Sunday
2015-01-26 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Monday
2015-01-26 12:30:00,Mie Ayam,Makanan & Minuman,12051.0,Pengeluaran,False,2015-01,Monday
2015-01-26 19:00:00,Warteg,Makanan & Minuman,14729.0,Pengeluaran,False,2015-01,Monday
2015-01-27 12:30:00,Nasi Campur,Makanan & Minuman,13905.0,Pengeluaran,False,2015-01,Tuesday
2015-01-27 19:00:00,Ayam Geprek,Makanan & Minuman,16995.0,Pengeluaran,False,2015-01,Tuesday
2015-01-28 12:30:00,Mie Ayam,Makanan & Minuman,10197.0,Pengeluaran,False,2015-01,Wednesday
2015-01-28 19:00:00,Nasi Campur,Makanan & Minuman,12463.0,Pengeluaran,False,2015-01,Wednesday
2015-01-28 20:00:00,Kebutuhan Darurat,Kesehatan,26780.0,Pengeluaran,False,2015-01,Wednesday
2015-01-29 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-01,Thursday
2015-01-29 12:30:00,Soto,Makanan & Minuman,14832.0,Pengeluaran,False,2015-01,Thursday
2015-01-29 19:00:00,Ayam Geprek,Makanan & Minuman,18128.0,Pengeluaran,False,2015-01,Thursday
2015-01-30 12:30:00,Pecel Lele,Makanan & Minuman,12514.0,Pengeluaran,False,2015-01,Friday
2015-01-30 19:00:00,Nasi Campur,Makanan & Minuman,15296.0,Pengeluaran,False,2015-01,Friday
2015-01-31 12:30:00,Nasi Telur,Makanan & Minuman,17613.0,Pengeluaran,False,2015-01,Saturday
2015-01-31 19:00:00,Nasi Campur,Makanan & Minuman,21527.0,Pengeluaran,False,2015-01,Saturday
2015-02-01 09:00:00,Kiriman Orang Tua,Income,2575000.0,Pemasukan,True,2015-02,Sunday
2015-02-01 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Sunday
2015-02-01 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-02,Sunday
2015-02-01 12:30:00,Nasi Telur,Makanan & Minuman,15759.0,Pengeluaran,False,2015-02,Sunday
2015-02-01 19:00:00,Soto,Makanan & Minuman,19261.0,Pengeluaran,False,2015-02,Sunday
2015-02-01 20:00:00,Kebutuhan Darurat,Kesehatan,22660.0,Pengeluaran,False,2015-02,Sunday
2015-02-02 12:30:00,Soto,Makanan & Minuman,17613.0,Pengeluaran,False,2015-02,Monday
2015-02-02 19:00:00,Warteg,Makanan & Minuman,21527.0,Pengeluaran,False,2015-02,Monday
2015-02-03 12:30:00,Ayam Geprek,Makanan & Minuman,17613.0,Pengeluaran,False,2015-02,Tuesday
2015-02-03 19:00:00,Nasi Telur,Makanan & Minuman,21527.0,Pengeluaran,False,2015-02,Tuesday
2015-02-04 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Wednesday
2015-02-04 12:30:00,Soto,Makanan & Minuman,11124.0,Pengeluaran,False,2015-02,Wednesday
2015-02-04 19:00:00,Nasi Campur,Makanan & Minuman,13596.0,Pengeluaran,False,2015-02,Wednesday
2015-02-05 11:00:00,Pulsa,Tagihan,51500.0,Pengeluaran,True,2015-02,Thursday
2015-02-05 12:30:00,Nasi Telur,Makanan & Minuman,9270.0,Pengeluaran,False,2015-02,Thursday
2015-02-05 19:00:00,Pecel Lele,Makanan & Minuman,11330.0,Pengeluaran,False,2015-02,Thursday
2015-02-06 12:30:00,Ayam Geprek,Makanan & Minuman,13441.0,Pengeluaran,False,2015-02,Friday
2015-02-06 19:00:00,Ayam Geprek,Makanan & Minuman,16429.0,Pengeluaran,False,2015-02,Friday
2015-02-07 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Saturday
2015-02-07 12:30:00,Soto,Makanan & Minuman,16686.0,Pengeluaran,False,2015-02,Saturday
2015-02-07 19:00:00,Nasi Campur,Makanan & Minuman,20394.0,Pengeluaran,False,2015-02,Saturday
2015-02-08 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-02,Sunday
2015-02-08 12:30:00,Mie Ayam,Makanan & Minuman,17613.0,Pengeluaran,False,2015-02,Sunday
2015-02-08 19:00:00,Soto,Makanan & Minuman,21527.0,Pengeluaran,False,2015-02,Sunday
2015-02-09 12:30:00,Nasi Campur,Makanan & Minuman,12978.0,Pengeluaran,False,2015-02,Monday
2015-02-09 19:00:00,Pecel Lele,Makanan & Minuman,15862.0,Pengeluaran,False,2015-02,Monday
2015-02-10 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Tuesday
2015-02-10 12:30:00,Pecel Lele,Makanan & Minuman,12514.0,Pengeluaran,False,2015-02,Tuesday
2015-02-10 19:00:00,Ayam Geprek,Makanan & Minuman,15296.0,Pengeluaran,False,2015-02,Tuesday
2015-02-11 12:30:00,Mie Ayam,Makanan & Minuman,11124.0,Pengeluaran,False,2015-02,Wednesday
2015-02-11 19:00:00,Ayam Geprek,Makanan & Minuman,13596.0,Pengeluaran,False,2015-02,Wednesday
2015-02-12 12:30:00,Warteg,Makanan & Minuman,13905.0,Pengeluaran,False,2015-02,Thursday
2015-02-12 19:00:00,Nasi Telur,Makanan & Minuman,16995.0,Pengeluaran,False,2015-02,Thursday
2015-02-13 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Friday
2015-02-13 12:30:00,Warteg,Makanan & Minuman,9270.0,Pengeluaran,False,2015-02,Friday
2015-02-13 19:00:00,Mie Ayam,Makanan & Minuman,11330.0,Pengeluaran,False,2015-02,Friday
2015-02-14 12:30:00,Ayam Geprek,Makanan & Minuman,13441.0,Pengeluaran,False,2015-02,Saturday
2015-02-14 19:00:00,Soto,Makanan & Minuman,16429.0,Pengeluaran,False,2015-02,Saturday
2015-02-15 19:30:00,Belanja Bulanan,Kebutuhan,103000.0,Pengeluaran,True,2015-02,Sunday
2015-02-15 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-02,Sunday
2015-02-15 12:30:00,Nasi Telur,Makanan & Minuman,11587.0,Pengeluaran,False,2015-02,Sunday
2015-02-15 19:00:00,Mie Ayam,Makanan & Minuman,14163.0,Pengeluaran,False,2015-02,Sunday
2015-02-16 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Monday
2015-02-16 12:30:00,Ayam Geprek,Makanan & Minuman,9270.0,Pengeluaran,False,2015-02,Monday
2015-02-16 19:00:00,Mie Ayam,Makanan & Minuman,11330.0,Pengeluaran,False,2015-02,Monday
2015-02-17 12:30:00,Warteg,Makanan & Minuman,9733.0,Pengeluaran,False,2015-02,Tuesday
2015-02-17 19:00:00,Soto,Makanan & Minuman,11897.0,Pengeluaran,False,2015-02,Tuesday
2015-02-18 12:30:00,Mie Ayam,Makanan & Minuman,10197.0,Pengeluaran,False,2015-02,Wednesday
2015-02-18 19:00:00,Soto,Makanan & Minuman,12463.0,Pengeluaran,False,2015-02,Wednesday
2015-02-19 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Thursday
2015-02-19 12:30:00,Nasi Campur,Makanan & Minuman,14832.0,Pengeluaran,False,2015-02,Thursday
2015-02-19 19:00:00,Nasi Telur,Makanan & Minuman,18128.0,Pengeluaran,False,2015-02,Thursday
2015-02-20 12:30:00,Ayam Geprek,Makanan & Minuman,15295.0,Pengeluaran,False,2015-02,Friday
2015-02-20 19:00:00,Warteg,Makanan & Minuman,18695.0,Pengeluaran,False,2015-02,Friday
2015-02-21 12:30:00,Mie Ayam,Makanan & Minuman,14832.0,Pengeluaran,False,2015-02,Saturday
2015-02-21 19:00:00,Mie Ayam,Makanan & Minuman,18128.0,Pengeluaran,False,2015-02,Saturday
2015-02-22 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Sunday
2015-02-22 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-02,Sunday
2015-02-22 12:30:00,Mie Ayam,Makanan & Minuman,15295.0,Pengeluaran,False,2015-02,Sunday
2015-02-22 19:00:00,Nasi Telur,Makanan & Minuman,18695.0,Pengeluaran,False,2015-02,Sunday
2015-02-23 12:30:00,Nasi Telur,Makanan & Minuman,13441.0,Pengeluaran,False,2015-02,Monday
2015-02-23 19:00:00,Nasi Campur,Makanan & Minuman,16429.0,Pengeluaran,False,2015-02,Monday
2015-02-24 12:30:00,Mie Ayam,Makanan & Minuman,11124.0,Pengeluaran,False,2015-02,Tuesday
2015-02-24 19:00:00,Mie Ayam,Makanan & Minuman,13596.0,Pengeluaran,False,2015-02,Tuesday
2015-02-25 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Wednesday
2015-02-25 12:30:00,Nasi Campur,Makanan & Minuman,14368.0,Pengeluaran,False,2015-02,Wednesday
2015-02-25 19:00:00,Soto,Makanan & Minuman,17562.0,Pengeluaran,False,2015-02,Wednesday
2015-02-26 12:30:00,Warteg,Makanan & Minuman,11124.0,Pengeluaran,False,2015-02,Thursday
2015-02-26 19:00:00,Warteg,Makanan & Minuman,13596.0,Pengeluaran,False,2015-02,Thursday
2015-02-27 12:30:00,Ayam Geprek,Makanan & Minuman,14368.0,Pengeluaran,False,2015-02,Friday
2015-02-27 19:00:00,Pecel Lele,Makanan & Minuman,17562.0,Pengeluaran,False,2015-02,Friday
2015-02-28 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-02,Saturday
2015-02-28 12:30:00,Warteg,Makanan & Minuman,11587.0,Pengeluaran,False,2015-02,Saturday
2015-02-28 19:00:00,Ayam Geprek,Makanan & Minuman,14163.0,Pengeluaran,False,2015-02,Saturday
2015-03-01 09:00:00,Kiriman Orang Tua,Income,2575000.0,Pemasukan,True,2015-03,Sunday
2015-03-01 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-03,Sunday
2015-03-01 12:30:00,Mie Ayam,Makanan & Minuman,19467.0,Pengeluaran,False,2015-03,Sunday
2015-03-01 19:00:00,Warteg,Makanan & Minuman,23793.0,Pengeluaran,False,2015-03,Sunday
2015-03-02 12:30:00,Warteg,Makanan & Minuman,14832.0,Pengeluaran,False,2015-03,Monday
2015-03-02 19:00:00,Mie Ayam,Makanan & Minuman,18128.0,Pengeluaran,False,2015-03,Monday
2015-03-03 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Tuesday
2015-03-03 12:30:00,Soto,Makanan & Minuman,11587.0,Pengeluaran,False,2015-03,Tuesday
2015-03-03 19:00:00,Mie Ayam,Makanan & Minuman,14163.0,Pengeluaran,False,2015-03,Tuesday
2015-03-04 12:30:00,Nasi Telur,Makanan & Minuman,14368.0,Pengeluaran,False,2015-03,Wednesday
2015-03-04 19:00:00,Mie Ayam,Makanan & Minuman,17562.0,Pengeluaran,False,2015-03,Wednesday
2015-03-05 11:00:00,Pulsa,Tagihan,51500.0,Pengeluaran,True,2015-03,Thursday
2015-03-05 12:30:00,Ayam Geprek,Makanan & Minuman,12978.0,Pengeluaran,False,2015-03,Thursday
2015-03-05 19:00:00,Mie Ayam,Makanan & Minuman,15862.0,Pengeluaran,False,2015-03,Thursday
2015-03-06 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Friday
2015-03-06 12:30:00,Warteg,Makanan & Minuman,11124.0,Pengeluaran,False,2015-03,Friday
2015-03-06 19:00:00,Pecel Lele,Makanan & Minuman,13596.0,Pengeluaran,False,2015-03,Friday
2015-03-07 12:30:00,Pecel Lele,Makanan & Minuman,13905.0,Pengeluaran,False,2015-03,Saturday
2015-03-07 19:00:00,Nasi Campur,Makanan & Minuman,16995.0,Pengeluaran,False,2015-03,Saturday
2015-03-08 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-03,Sunday
2015-03-08 12:30:00,Warteg,Makanan & Minuman,17149.0,Pengeluaran,False,2015-03,Sunday
2015-03-08 19:00:00,Nasi Telur,Makanan & Minuman,20961.0,Pengeluaran,False,2015-03,Sunday
2015-03-09 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Monday
2015-03-09 12:30:00,Warteg,Makanan & Minuman,12051.0,Pengeluaran,False,2015-03,Monday
2015-03-09 19:00:00,Warteg,Makanan & Minuman,14729.0,Pengeluaran,False,2015-03,Monday
2015-03-10 12:30:00,Soto,Makanan & Minuman,11124.0,Pengeluaran,False,2015-03,Tuesday
2015-03-10 19:00:00,Nasi Campur,Makanan & Minuman,13596.0,Pengeluaran,False,2015-03,Tuesday
2015-03-11 12:30:00,Warteg,Makanan & Minuman,10660.0,Pengeluaran,False,2015-03,Wednesday
2015-03-11 19:00:00,Soto,Makanan & Minuman,13030.0,Pengeluaran,False,2015-03,Wednesday
2015-03-12 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Thursday
2015-03-12 12:30:00,Nasi Campur,Makanan & Minuman,14368.0,Pengeluaran,False,2015-03,Thursday
2015-03-12 19:00:00,Warteg,Makanan & Minuman,17562.0,Pengeluaran,False,2015-03,Thursday
2015-03-13 12:30:00,Mie Ayam,Makanan & Minuman,15295.0,Pengeluaran,False,2015-03,Friday
2015-03-13 19:00:00,Nasi Telur,Makanan & Minuman,18695.0,Pengeluaran,False,2015-03,Friday
2015-03-14 12:30:00,Nasi Campur,Makanan & Minuman,14832.0,Pengeluaran,False,2015-03,Saturday
2015-03-14 19:00:00,Warteg,Makanan & Minuman,18128.0,Pengeluaran,False,2015-03,Saturday
2015-03-15 19:30:00,Belanja Bulanan,Kebutuhan,103000.0,Pengeluaran,True,2015-03,Sunday
2015-03-15 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Sunday
2015-03-15 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-03,Sunday
2015-03-15 12:30:00,Ayam Geprek,Makanan & Minuman,14832.0,Pengeluaran,False,2015-03,Sunday
2015-03-15 19:00:00,Mie Ayam,Makanan & Minuman,18128.0,Pengeluaran,False,2015-03,Sunday
2015-03-16 12:30:00,Soto,Makanan & Minuman,10197.0,Pengeluaran,False,2015-03,Monday
2015-03-16 19:00:00,Nasi Campur,Makanan & Minuman,12463.0,Pengeluaran,False,2015-03,Monday
2015-03-17 12:30:00,Nasi Campur,Makanan & Minuman,9733.0,Pengeluaran,False,2015-03,Tuesday
2015-03-17 19:00:00,Pecel Lele,Makanan & Minuman,11897.0,Pengeluaran,False,2015-03,Tuesday
2015-03-18 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Wednesday
2015-03-18 12:30:00,Ayam Geprek,Makanan & Minuman,15295.0,Pengeluaran,False,2015-03,Wednesday
2015-03-18 19:00:00,Ayam Geprek,Makanan & Minuman,18695.0,Pengeluaran,False,2015-03,Wednesday
2015-03-19 12:30:00,Pecel Lele,Makanan & Minuman,10660.0,Pengeluaran,False,2015-03,Thursday
2015-03-19 19:00:00,Warteg,Makanan & Minuman,13030.0,Pengeluaran,False,2015-03,Thursday
2015-03-20 12:30:00,Pecel Lele,Makanan & Minuman,9270.0,Pengeluaran,False,2015-03,Friday
2015-03-20 19:00:00,Soto,Makanan & Minuman,11330.0,Pengeluaran,False,2015-03,Friday
2015-03-21 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Saturday
2015-03-21 12:30:00,Nasi Telur,Makanan & Minuman,13905.0,Pengeluaran,False,2015-03,Saturday
2015-03-21 19:00:00,Soto,Makanan & Minuman,16995.0,Pengeluaran,False,2015-03,Saturday
2015-03-22 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-03,Sunday
2015-03-22 12:30:00,Warteg,Makanan & Minuman,16222.0,Pengeluaran,False,2015-03,Sunday
2015-03-22 19:00:00,Warteg,Makanan & Minuman,19828.0,Pengeluaran,False,2015-03,Sunday
2015-03-23 12:30:00,Ayam Geprek,Makanan & Minuman,15759.0,Pengeluaran,False,2015-03,Monday
2015-03-23 19:00:00,Pecel Lele,Makanan & Minuman,19261.0,Pengeluaran,False,2015-03,Monday
2015-03-24 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Tuesday
2015-03-24 12:30:00,Pecel Lele,Makanan & Minuman,10197.0,Pengeluaran,False,2015-03,Tuesday
2015-03-24 19:00:00,Ayam Geprek,Makanan & Minuman,12463.0,Pengeluaran,False,2015-03,Tuesday
2015-03-25 12:30:00,Mie Ayam,Makanan & Minuman,14832.0,Pengeluaran,False,2015-03,Wednesday
2015-03-25 19:00:00,Nasi Telur,Makanan & Minuman,18128.0,Pengeluaran,False,2015-03,Wednesday
2015-03-26 12:30:00,Mie Ayam,Makanan & Minuman,15759.0,Pengeluaran,False,2015-03,Thursday
2015-03-26 19:00:00,Mie Ayam,Makanan & Minuman,19261.0,Pengeluaran,False,2015-03,Thursday
2015-03-27 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Friday
2015-03-27 12:30:00,Warteg,Makanan & Minuman,13441.0,Pengeluaran,False,2015-03,Friday
2015-03-27 19:00:00,Soto,Makanan & Minuman,16429.0,Pengeluaran,False,2015-03,Friday
2015-03-28 12:30:00,Nasi Telur,Makanan & Minuman,12978.0,Pengeluaran,False,2015-03,Saturday
2015-03-28 19:00:00,Mie Ayam,Makanan & Minuman,15862.0,Pengeluaran,False,2015-03,Saturday
2015-03-29 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-03,Sunday
2015-03-29 12:30:00,Nasi Campur,Makanan & Minuman,14368.0,Pengeluaran,False,2015-03,Sunday
2015-03-29 19:00:00,Nasi Campur,Makanan & Minuman,17562.0,Pengeluaran,False,2015-03,Sunday
2015-03-30 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-03,Monday
2015-03-30 12:30:00,Pecel Lele,Makanan & Minuman,13905.0,Pengeluaran,False,2015-03,Monday
2015-03-30 19:00:00,Warteg,Makanan & Minuman,16995.0,Pengeluaran,False,2015-03,Monday
2015-03-31 12:30:00,Soto,Makanan & Minuman,10660.0,Pengeluaran,False,2015-03,Tuesday
2015-03-31 19:00:00,Mie Ayam,Makanan & Minuman,13030.0,Pengeluaran,False,2015-03,Tuesday
2015-04-01 09:00:00,Kiriman Orang Tua,Income,2575000.0,Pemasukan,True,2015-04,Wednesday
2015-04-01 12:30:00,Soto,Makanan & Minuman,11587.0,Pengeluaran,False,2015-04,Wednesday
2015-04-01 19:00:00,Pecel Lele,Makanan & Minuman,14163.0,Pengeluaran,False,2015-04,Wednesday
2015-04-02 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-04,Thursday
2015-04-02 12:30:00,Ayam Geprek,Makanan & Minuman,17149.0,Pengeluaran,False,2015-04,Thursday
2015-04-02 19:00:00,Nasi Campur,Makanan & Minuman,20961.0,Pengeluaran,False,2015-04,Thursday
2015-04-03 12:30:00,Pecel Lele,Makanan & Minuman,16222.0,Pengeluaran,False,2015-04,Friday
2015-04-03 19:00:00,Soto,Makanan & Minuman,19828.0,Pengeluaran,False,2015-04,Friday
2015-04-04 12:30:00,Mie Ayam,Makanan & Minuman,13441.0,Pengeluaran,False,2015-04,Saturday
2015-04-04 19:00:00,Mie Ayam,Makanan & Minuman,16429.0,Pengeluaran,False,2015-04,Saturday
2015-04-05 11:00:00,Pulsa,Tagihan,51500.0,Pengeluaran,True,2015-04,Sunday
2015-04-05 17:00:00,Bensin,Transportasi,20600.0,Pengeluaran,False,2015-04,Sunday
2015-04-05 09:00:00,Laundry,Kebutuhan,20600.0,Pengeluaran,False,2015-04,Sunday
2015-04-05 12:30:00,Soto,Makanan & Minuman,16686.0,Pengeluaran,False,2015-04,Sunday
2015-04-05 19:00:00,Nasi Campur,Makanan & Minuman,20394.0,Pengeluaran,False,2015-04,Sunday
2015-04-06 12:30:00,Nasi Telur,Makanan & Minuman,10197.0,Pengeluaran,False,2015-04,Monday
2015-04-06 19:00:00,Nasi Telur,Makanan & Minuman,12463.0,Pengeluaran,False,2015-04,Monday
2015-04-07 12:30:00,Nasi Campur,Makanan & Minuman,9733.0,Pengeluaran,False,2015-04,Tuesday
